Name,Quarters,File_Changed,Insertions,Deletions
Christopher Suter,2020-Q4,0,0,0
Christopher Suter,2020-Q3,0,0,0
Christopher Suter,2020-Q2,1,0,0
Christopher Suter,2020-Q1,0,0,0
Christopher Suter,2019-Q4,3,14,0
Christopher Suter,2019-Q3,2,4,6
Christopher Suter,2019-Q2,0,0,0
Christopher Suter,2019-Q1,2,33,5
Christopher Suter,2018-Q4,0,0,0
Christopher Suter,2018-Q3,0,0,0
Christopher Suter,2018-Q2,4,47,58
Christopher Suter,2018-Q1,1,2,2
Richard Levasseur,2020-Q4,0,0,0
Richard Levasseur,2020-Q3,0,0,0
Richard Levasseur,2020-Q2,1,2,0
Richard Levasseur,2020-Q1,0,0,0
Brian Lee,2020-Q4,0,0,0
Brian Lee,2020-Q3,0,0,0
Brian Lee,2020-Q2,2,877,0
Brian Lee,2020-Q1,0,0,0
Brian Lee,2019-Q4,0,0,0
Brian Lee,2019-Q3,0,0,0
Brian Lee,2019-Q2,12,107,31
Brian Lee,2019-Q1,67,597,374
Neeraj Bhadani,2020-Q4,0,0,0
Neeraj Bhadani,2020-Q3,0,0,0
Neeraj Bhadani,2020-Q2,4,6,4
Neeraj Bhadani,2020-Q1,0,0,0
mshr-h,2020-Q4,0,0,0
mshr-h,2020-Q3,0,0,0
mshr-h,2020-Q2,8,9,9
mshr-h,2020-Q1,0,0,0
mshr-h,2019-Q4,0,0,0
mshr-h,2019-Q3,0,0,0
mshr-h,2019-Q2,4,5,5
mshr-h,2019-Q1,0,0,0
902449@58880@bigcat_chen,2020-Q4,0,0,0
902449@58880@bigcat_chen,2020-Q3,0,0,0
902449@58880@bigcat_chen,2020-Q2,1,33,0
902449@58880@bigcat_chen,2020-Q1,0,0,0
Fei Sun,2020-Q4,0,0,0
Fei Sun,2020-Q3,0,0,0
Fei Sun,2020-Q2,4,22,10
Fei Sun,2020-Q1,0,0,0
Bharat123rox,2020-Q4,0,0,0
Bharat123rox,2020-Q3,0,0,0
Bharat123rox,2020-Q2,1,4,3
Bharat123rox,2020-Q1,0,0,0
Bharat123rox,2019-Q4,0,0,0
Bharat123rox,2019-Q3,0,0,0
Bharat123rox,2019-Q2,8,82,23
Bharat123rox,2019-Q1,0,0,0
Tzu-Wei Huang,2020-Q4,0,0,0
Tzu-Wei Huang,2020-Q3,0,0,0
Tzu-Wei Huang,2020-Q2,1,2,2
Tzu-Wei Huang,2020-Q1,0,0,0
ouyang jin,2020-Q4,0,0,0
ouyang jin,2020-Q3,0,0,0
ouyang jin,2020-Q2,9,138,47
ouyang jin,2020-Q1,0,0,0
ouyang jin,2019-Q4,11,40,26
ouyang jin,2019-Q3,0,0,0
ouyang jin,2019-Q2,0,0,0
ouyang jin,2019-Q1,0,0,0
Kayou,2020-Q4,0,0,0
Kayou,2020-Q3,0,0,0
Kayou,2020-Q2,1,0,0
Kayou,2020-Q1,0,0,0
Mirko Visontai,2020-Q4,0,0,0
Mirko Visontai,2020-Q3,0,0,0
Mirko Visontai,2020-Q2,1,57,40
Mirko Visontai,2020-Q1,0,0,0
Logan Chien,2020-Q4,0,0,0
Logan Chien,2020-Q3,0,0,0
Logan Chien,2020-Q2,2,17,0
Logan Chien,2020-Q1,0,0,0
Logan Chien,2019-Q4,9,107,54
Logan Chien,2019-Q3,30,1141,145
Logan Chien,2019-Q2,0,0,0
Logan Chien,2019-Q1,0,0,0
Rushabh Vasani,2020-Q4,0,0,0
Rushabh Vasani,2020-Q3,0,0,0
Rushabh Vasani,2020-Q2,1,4,6
Rushabh Vasani,2020-Q1,8,42,10
Evan Rosen,2020-Q4,0,0,0
Evan Rosen,2020-Q3,0,0,0
Evan Rosen,2020-Q2,5,26,11
Evan Rosen,2020-Q1,0,0,0
Mia Roh,2020-Q4,0,0,0
Mia Roh,2020-Q3,0,0,0
Mia Roh,2020-Q2,2,39,2
Mia Roh,2020-Q1,0,0,0
periannath,2020-Q4,0,0,0
periannath,2020-Q3,0,0,0
periannath,2020-Q2,1,8,0
periannath,2020-Q1,0,0,0
Edgar Liberis,2020-Q4,0,0,0
Edgar Liberis,2020-Q3,0,0,0
Edgar Liberis,2020-Q2,1,0,0
Edgar Liberis,2020-Q1,0,0,0
Ashutosh Hathidara,2020-Q4,0,0,0
Ashutosh Hathidara,2020-Q3,0,0,0
Ashutosh Hathidara,2020-Q2,5,14,6
Ashutosh Hathidara,2020-Q1,50,543,141
Patrick Hemmer,2020-Q4,0,0,0
Patrick Hemmer,2020-Q3,0,0,0
Patrick Hemmer,2020-Q2,2,30,32
Patrick Hemmer,2020-Q1,0,0,0
Eugene Mikhantiev,2020-Q4,0,0,0
Eugene Mikhantiev,2020-Q3,0,0,0
Eugene Mikhantiev,2020-Q2,1,5,0
Eugene Mikhantiev,2020-Q1,0,0,0
feihugis,2020-Q4,0,0,0
feihugis,2020-Q3,0,0,0
feihugis,2020-Q2,2,58,0
feihugis,2020-Q1,8,716,275
Evgenii Zheltonozhskii,2020-Q4,0,0,0
Evgenii Zheltonozhskii,2020-Q3,0,0,0
Evgenii Zheltonozhskii,2020-Q2,7,32,31
Evgenii Zheltonozhskii,2020-Q1,0,0,0
Evgenii Zheltonozhskii,2019-Q4,41,450,156
Evgenii Zheltonozhskii,2019-Q3,0,0,0
Evgenii Zheltonozhskii,2019-Q2,17,472,21
Evgenii Zheltonozhskii,2019-Q1,0,0,0
Adam Roberts,2020-Q4,0,0,0
Adam Roberts,2020-Q3,0,0,0
Adam Roberts,2020-Q2,1,10,9
Adam Roberts,2020-Q1,1,17,0
Adam Roberts,2019-Q4,0,0,0
Adam Roberts,2019-Q3,0,0,0
Adam Roberts,2019-Q2,0,0,0
Adam Roberts,2019-Q1,1,0,0
Adam Roberts,2018-Q4,0,0,0
Adam Roberts,2018-Q3,0,0,0
Adam Roberts,2018-Q2,1,0,0
Adam Roberts,2018-Q1,5,49,38
Evgeniy Zheltonozhskiy,2019-Q4,2,10,4
Evgeniy Zheltonozhskiy,2019-Q3,0,0,0
Evgeniy Zheltonozhskiy,2019-Q2,0,0,0
Evgeniy Zheltonozhskiy,2019-Q1,0,0,0
Evgeniy Zheltonozhskiy,2018-Q4,0,0,0
Evgeniy Zheltonozhskiy,2018-Q3,0,0,0
Evgeniy Zheltonozhskiy,2018-Q2,1,0,0
Evgeniy Zheltonozhskiy,2018-Q1,0,0,0
gurushantj,2020-Q4,0,0,0
gurushantj,2020-Q3,0,0,0
gurushantj,2020-Q2,1,2,2
gurushantj,2020-Q1,0,0,0
Peng Meng,2020-Q4,0,0,0
Peng Meng,2020-Q3,0,0,0
Peng Meng,2020-Q2,3,96,5
Peng Meng,2020-Q1,2,22,11
xutianming,2020-Q4,0,0,0
xutianming,2020-Q3,0,0,0
xutianming,2020-Q2,1,0,0
xutianming,2020-Q1,0,0,0
Angus-Luo,2020-Q4,0,0,0
Angus-Luo,2020-Q3,0,0,0
Angus-Luo,2020-Q2,1,15,9
Angus-Luo,2020-Q1,54,201,176
flyingcat,2020-Q4,0,0,0
flyingcat,2020-Q3,0,0,0
flyingcat,2020-Q2,1,0,0
flyingcat,2020-Q1,0,0,0
JLZ,2020-Q4,0,0,0
JLZ,2020-Q3,0,0,0
JLZ,2020-Q2,1,17,0
JLZ,2020-Q1,0,0,0
tomas,2020-Q4,0,0,0
tomas,2020-Q3,0,0,0
tomas,2020-Q2,3,26,34
tomas,2020-Q1,13,38,14
Niranjan Yadla,2020-Q4,0,0,0
Niranjan Yadla,2020-Q3,0,0,0
Niranjan Yadla,2020-Q2,4,87,114
Niranjan Yadla,2020-Q1,20,3847,175
Tony Tonev,2020-Q4,0,0,0
Tony Tonev,2020-Q3,0,0,0
Tony Tonev,2020-Q2,4,21,13
Tony Tonev,2020-Q1,0,0,0
Itamar Turner-Trauring,2020-Q4,0,0,0
Itamar Turner-Trauring,2020-Q3,0,0,0
Itamar Turner-Trauring,2020-Q2,1,0,2
Itamar Turner-Trauring,2020-Q1,6,106,4
Marcel Koester,2020-Q4,0,0,0
Marcel Koester,2020-Q3,0,0,0
Marcel Koester,2020-Q2,1,77,77
Marcel Koester,2020-Q1,23,901,529
Marcel Koester,2019-Q4,11,735,28
Marcel Koester,2019-Q3,0,0,0
Marcel Koester,2019-Q2,0,0,0
Marcel Koester,2019-Q1,0,0,0
Manish,2020-Q4,0,0,0
Manish,2020-Q3,0,0,0
Manish,2020-Q2,2,10,7
Manish,2020-Q1,6,18,22
ganler,2020-Q4,0,0,0
ganler,2020-Q3,0,0,0
ganler,2020-Q2,2,5,10
ganler,2020-Q1,0,0,0
Owen Lyke,2020-Q4,0,0,0
Owen Lyke,2020-Q3,0,0,0
Owen Lyke,2020-Q2,1,2,2
Owen Lyke,2020-Q1,0,0,0
oclyke,2020-Q4,0,0,0
oclyke,2020-Q3,0,0,0
oclyke,2020-Q2,1,2,2
oclyke,2020-Q1,6,0,928
Rohan Reddy,2020-Q4,0,0,0
Rohan Reddy,2020-Q3,0,0,0
Rohan Reddy,2020-Q2,2,9,4
Rohan Reddy,2020-Q1,12,54,13
vcarpani,2020-Q4,0,0,0
vcarpani,2020-Q3,0,0,0
vcarpani,2020-Q2,0,0,0
vcarpani,2020-Q1,3,29,14
vcarpani,2019-Q4,1,29,0
vcarpani,2019-Q3,2,17,17
vcarpani,2019-Q2,0,0,0
vcarpani,2019-Q1,2,37,15
Kam D Kasravi,2020-Q4,0,0,0
Kam D Kasravi,2020-Q3,0,0,0
Kam D Kasravi,2020-Q2,1,0,0
Kam D Kasravi,2020-Q1,0,0,0
Byambaa,2020-Q4,0,0,0
Byambaa,2020-Q3,0,0,0
Byambaa,2020-Q2,22,92,94
Byambaa,2020-Q1,42,443,191
Jenni Kilduff,2020-Q4,0,0,0
Jenni Kilduff,2020-Q3,0,0,0
Jenni Kilduff,2020-Q2,0,0,0
Jenni Kilduff,2020-Q1,8,296,7
James Bradbury,2020-Q4,0,0,0
James Bradbury,2020-Q3,0,0,0
James Bradbury,2020-Q2,0,0,0
James Bradbury,2020-Q1,12,69,10
blueyi,2020-Q4,0,0,0
blueyi,2020-Q3,0,0,0
blueyi,2020-Q2,0,0,0
blueyi,2020-Q1,3,5,5
Vijay Tadikamalla,2020-Q4,0,0,0
Vijay Tadikamalla,2020-Q3,0,0,0
Vijay Tadikamalla,2020-Q2,0,0,0
Vijay Tadikamalla,2020-Q1,1,0,0
Artem Mavrin,2020-Q4,0,0,0
Artem Mavrin,2020-Q3,0,0,0
Artem Mavrin,2020-Q2,0,0,0
Artem Mavrin,2020-Q1,10,63,147
zhaozheng09,2020-Q4,0,0,0
zhaozheng09,2020-Q3,0,0,0
zhaozheng09,2020-Q2,0,0,0
zhaozheng09,2020-Q1,2,36,3
Téo Bouvard,2020-Q4,0,0,0
Téo Bouvard,2020-Q3,0,0,0
Téo Bouvard,2020-Q2,0,0,0
Téo Bouvard,2020-Q1,2,2,2
Paul Andrey,2020-Q4,0,0,0
Paul Andrey,2020-Q3,0,0,0
Paul Andrey,2020-Q2,0,0,0
Paul Andrey,2020-Q1,2,13,15
Paul Andrey,2019-Q4,2,5,3
Paul Andrey,2019-Q3,9,173,128
Paul Andrey,2019-Q2,0,0,0
Paul Andrey,2019-Q1,0,0,0
Sven-Hendrik Haase,2020-Q4,0,0,0
Sven-Hendrik Haase,2020-Q3,0,0,0
Sven-Hendrik Haase,2020-Q2,0,0,0
Sven-Hendrik Haase,2020-Q1,2,0,0
Michael Reneer,2020-Q4,0,0,0
Michael Reneer,2020-Q3,0,0,0
Michael Reneer,2020-Q2,0,0,0
Michael Reneer,2020-Q1,1,2,0
Michael Reneer,2018-Q4,1,0,0
Michael Reneer,2018-Q3,0,0,0
Michael Reneer,2018-Q2,0,0,0
Michael Reneer,2018-Q1,0,0,0
Anush Elangovan,2020-Q4,0,0,0
Anush Elangovan,2020-Q3,0,0,0
Anush Elangovan,2020-Q2,0,0,0
Anush Elangovan,2020-Q1,1,0,10
khaled besrour,2020-Q4,0,0,0
khaled besrour,2020-Q3,0,0,0
khaled besrour,2020-Q2,0,0,0
khaled besrour,2020-Q1,2,6,2
Igor Ganichev,2020-Q4,0,0,0
Igor Ganichev,2020-Q3,0,0,0
Igor Ganichev,2020-Q2,0,0,0
Igor Ganichev,2020-Q1,6,119,20
Igor Ganichev,2019-Q4,17,266,42
Igor Ganichev,2019-Q3,91,2196,1410
Igor Ganichev,2019-Q2,88,4409,793
Igor Ganichev,2019-Q1,136,7072,4546
Igor Ganichev,2018-Q4,76,2844,881
Igor Ganichev,2018-Q3,53,953,228
Igor Ganichev,2018-Q2,84,2948,616
Igor Ganichev,2018-Q1,32,1550,208
Jonas Skog,2020-Q4,0,0,0
Jonas Skog,2020-Q3,0,0,0
Jonas Skog,2020-Q2,0,0,0
Jonas Skog,2020-Q1,6,34,5
sunchenggen,2020-Q4,0,0,0
sunchenggen,2020-Q3,0,0,0
sunchenggen,2020-Q2,0,0,0
sunchenggen,2020-Q1,2,39,3
Tomohiro Ubukata,2020-Q4,0,0,0
Tomohiro Ubukata,2020-Q3,0,0,0
Tomohiro Ubukata,2020-Q2,0,0,0
Tomohiro Ubukata,2020-Q1,11,91,44
Ir1d,2020-Q4,0,0,0
Ir1d,2020-Q3,0,0,0
Ir1d,2020-Q2,0,0,0
Ir1d,2020-Q1,5,43,17
Kathy Ruan,2020-Q4,0,0,0
Kathy Ruan,2020-Q3,0,0,0
Kathy Ruan,2020-Q2,0,0,0
Kathy Ruan,2020-Q1,3,4,2
“jaketae”,2020-Q4,0,0,0
“jaketae”,2020-Q3,0,0,0
“jaketae”,2020-Q2,0,0,0
“jaketae”,2020-Q1,51,318,84
Siyavash Najafzade,2020-Q4,0,0,0
Siyavash Najafzade,2020-Q3,0,0,0
Siyavash Najafzade,2020-Q2,0,0,0
Siyavash Najafzade,2020-Q1,3,118,0
张志豪,2020-Q4,0,0,0
张志豪,2020-Q3,0,0,0
张志豪,2020-Q2,0,0,0
张志豪,2020-Q1,3,4,2
Fabio Di Domenico,2020-Q4,0,0,0
Fabio Di Domenico,2020-Q3,0,0,0
Fabio Di Domenico,2020-Q2,0,0,0
Fabio Di Domenico,2020-Q1,13,27,13
angusluo,2020-Q4,0,0,0
angusluo,2020-Q3,0,0,0
angusluo,2020-Q2,0,0,0
angusluo,2020-Q1,9,10,8
Oleg Rybakov,2020-Q4,0,0,0
Oleg Rybakov,2020-Q3,0,0,0
Oleg Rybakov,2020-Q2,0,0,0
Oleg Rybakov,2020-Q1,7,105,72
Nick Morgan,2020-Q4,0,0,0
Nick Morgan,2020-Q3,0,0,0
Nick Morgan,2020-Q2,0,0,0
Nick Morgan,2020-Q1,1,3,0
Guy David,2020-Q4,0,0,0
Guy David,2020-Q3,0,0,0
Guy David,2020-Q2,0,0,0
Guy David,2020-Q1,1,0,2
Guy David,2019-Q4,4,71,56
Guy David,2019-Q3,0,0,0
Guy David,2019-Q2,0,0,0
Guy David,2019-Q1,0,0,0
Georgios Pinitas,2020-Q4,0,0,0
Georgios Pinitas,2020-Q3,0,0,0
Georgios Pinitas,2020-Q2,0,0,0
Georgios Pinitas,2020-Q1,6,219,23
Vojtech Bardiovsky,2020-Q4,0,0,0
Vojtech Bardiovsky,2020-Q3,0,0,0
Vojtech Bardiovsky,2020-Q2,0,0,0
Vojtech Bardiovsky,2020-Q1,3,182,92
Vojtech Bardiovsky,2019-Q4,7,115,12
Vojtech Bardiovsky,2019-Q3,4,73,5
Vojtech Bardiovsky,2019-Q2,34,443,284
Vojtech Bardiovsky,2019-Q1,97,1763,472
Rajan Singh,2020-Q4,0,0,0
Rajan Singh,2020-Q3,0,0,0
Rajan Singh,2020-Q2,0,0,0
Rajan Singh,2020-Q1,1,0,0
Raziel Alvarez,2020-Q4,0,0,0
Raziel Alvarez,2020-Q3,0,0,0
Raziel Alvarez,2020-Q2,0,0,0
Raziel Alvarez,2020-Q1,4,141,9
Raziel Alvarez,2019-Q4,0,0,0
Raziel Alvarez,2019-Q3,1,7,3
Raziel Alvarez,2019-Q2,1,4,4
Raziel Alvarez,2019-Q1,0,0,0
Martin Jul,2020-Q4,0,0,0
Martin Jul,2020-Q3,0,0,0
Martin Jul,2020-Q2,0,0,0
Martin Jul,2020-Q1,4,6,6
vijayphoenix,2020-Q4,0,0,0
vijayphoenix,2020-Q3,0,0,0
vijayphoenix,2020-Q2,0,0,0
vijayphoenix,2020-Q1,6,147,5
Mokke Meguru,2020-Q4,0,0,0
Mokke Meguru,2020-Q3,0,0,0
Mokke Meguru,2020-Q2,0,0,0
Mokke Meguru,2020-Q1,4,14,10
Michael Käufl,2020-Q4,0,0,0
Michael Käufl,2020-Q3,0,0,0
Michael Käufl,2020-Q2,0,0,0
Michael Käufl,2020-Q1,1,2,3
Michael Käufl,2019-Q4,0,0,0
Michael Käufl,2019-Q3,0,0,0
Michael Käufl,2019-Q2,0,0,0
Michael Käufl,2019-Q1,1,0,0
Ruan Kunliang,2020-Q4,0,0,0
Ruan Kunliang,2020-Q3,0,0,0
Ruan Kunliang,2020-Q2,0,0,0
Ruan Kunliang,2020-Q1,1,4,0
Harald Husum,2020-Q4,0,0,0
Harald Husum,2020-Q3,0,0,0
Harald Husum,2020-Q2,0,0,0
Harald Husum,2020-Q1,2,0,0
Harald Husum,2018-Q4,0,0,0
Harald Husum,2018-Q3,0,0,0
Harald Husum,2018-Q2,1,10,7
Harald Husum,2018-Q1,1,20,6
Dayeong Lee,2020-Q4,0,0,0
Dayeong Lee,2020-Q3,0,0,0
Dayeong Lee,2020-Q2,0,0,0
Dayeong Lee,2020-Q1,36,1305,420
tigertang,2020-Q4,0,0,0
tigertang,2020-Q3,0,0,0
tigertang,2020-Q2,0,0,0
tigertang,2020-Q1,3,4,4
tigertang,2019-Q4,1,0,0
tigertang,2019-Q3,0,0,0
tigertang,2019-Q2,0,0,0
tigertang,2019-Q1,0,0,0
ayushmankumar7,2020-Q4,0,0,0
ayushmankumar7,2020-Q3,0,0,0
ayushmankumar7,2020-Q2,0,0,0
ayushmankumar7,2020-Q1,5,0,0
jayanth,2020-Q4,0,0,0
jayanth,2020-Q3,0,0,0
jayanth,2020-Q2,0,0,0
jayanth,2020-Q1,2,26,22
Giuseppe Rossini,2020-Q4,0,0,0
Giuseppe Rossini,2020-Q3,0,0,0
Giuseppe Rossini,2020-Q2,0,0,0
Giuseppe Rossini,2020-Q1,9,508,1627
Giuseppe Rossini,2019-Q4,2,1026,0
Giuseppe Rossini,2019-Q3,0,0,0
Giuseppe Rossini,2019-Q2,0,0,0
Giuseppe Rossini,2019-Q1,0,0,0
Haoyu Wu,2020-Q4,0,0,0
Haoyu Wu,2020-Q3,0,0,0
Haoyu Wu,2020-Q2,0,0,0
Haoyu Wu,2020-Q1,16,243,217
Haoyu Wu,2019-Q4,1,6,0
Haoyu Wu,2019-Q3,0,0,0
Haoyu Wu,2019-Q2,0,0,0
Haoyu Wu,2019-Q1,0,0,0
sunway513,2020-Q4,0,0,0
sunway513,2020-Q3,0,0,0
sunway513,2020-Q2,0,0,0
sunway513,2020-Q1,4,13,2
sunway513,2019-Q4,0,0,0
sunway513,2019-Q3,4,4,4
sunway513,2019-Q2,0,0,0
sunway513,2019-Q1,1,4,0
Alex Hoffman,2020-Q4,0,0,0
Alex Hoffman,2020-Q3,0,0,0
Alex Hoffman,2020-Q2,0,0,0
Alex Hoffman,2020-Q1,8,54,17
Yanping Huang,2020-Q4,0,0,0
Yanping Huang,2020-Q3,0,0,0
Yanping Huang,2020-Q2,0,0,0
Yanping Huang,2020-Q1,1,0,0
Yanping Huang,2018-Q4,0,0,0
Yanping Huang,2018-Q3,0,0,0
Yanping Huang,2018-Q2,1,2,3
Yanping Huang,2018-Q1,0,0,0
OverLordGoldDragon,2020-Q4,0,0,0
OverLordGoldDragon,2020-Q3,0,0,0
OverLordGoldDragon,2020-Q2,0,0,0
OverLordGoldDragon,2020-Q1,1,2,2
OverLordGoldDragon,2019-Q4,1,0,0
OverLordGoldDragon,2019-Q3,0,0,0
OverLordGoldDragon,2019-Q2,0,0,0
OverLordGoldDragon,2019-Q1,0,0,0
lyonguyen8697,2020-Q4,0,0,0
lyonguyen8697,2020-Q3,0,0,0
lyonguyen8697,2020-Q2,0,0,0
lyonguyen8697,2020-Q1,19,179,15
Clayne Robison,2020-Q4,0,0,0
Clayne Robison,2020-Q3,0,0,0
Clayne Robison,2020-Q2,0,0,0
Clayne Robison,2020-Q1,14,123,91
Clayne Robison,2019-Q4,24,321,154
Clayne Robison,2019-Q3,10,24,24
Clayne Robison,2019-Q2,22,915,166
Clayne Robison,2019-Q1,8,533,150
Clayne Robison,2018-Q4,15,194,77
Clayne Robison,2018-Q3,21,394,105
Clayne Robison,2018-Q2,15,488,136
Clayne Robison,2018-Q1,4,25,18
jojimonv,2020-Q4,0,0,0
jojimonv,2020-Q3,0,0,0
jojimonv,2020-Q2,0,0,0
jojimonv,2020-Q1,18,735,499
aaronhma,2020-Q4,0,0,0
aaronhma,2020-Q3,0,0,0
aaronhma,2020-Q2,0,0,0
aaronhma,2020-Q1,1,9,7
jojivk-intel-nervana,2020-Q4,0,0,0
jojivk-intel-nervana,2020-Q3,0,0,0
jojivk-intel-nervana,2020-Q2,0,0,0
jojivk-intel-nervana,2020-Q1,1,0,0
jmsmdy,2020-Q4,0,0,0
jmsmdy,2020-Q3,0,0,0
jmsmdy,2020-Q2,0,0,0
jmsmdy,2020-Q1,2,29,21
Brian Atkinson,2020-Q4,0,0,0
Brian Atkinson,2020-Q3,0,0,0
Brian Atkinson,2020-Q2,0,0,0
Brian Atkinson,2020-Q1,322,2801,2333
Brian Atkinson,2019-Q4,513,4524,4230
Brian Atkinson,2019-Q3,1,5,7
Brian Atkinson,2019-Q2,0,0,0
Brian Atkinson,2019-Q1,0,0,0
Jinzhe Zeng,2020-Q4,0,0,0
Jinzhe Zeng,2020-Q3,0,0,0
Jinzhe Zeng,2020-Q2,0,0,0
Jinzhe Zeng,2020-Q1,7,8,7
Alan Yee,2020-Q4,0,0,0
Alan Yee,2020-Q3,0,0,0
Alan Yee,2020-Q2,0,0,0
Alan Yee,2020-Q1,2,2,2
Alan Yee,2018-Q4,0,0,0
Alan Yee,2018-Q3,0,0,0
Alan Yee,2018-Q2,1,21,16
Alan Yee,2018-Q1,1,0,0
madisetti,2020-Q4,0,0,0
madisetti,2020-Q3,0,0,0
madisetti,2020-Q2,0,0,0
madisetti,2020-Q1,3,0,6
Zongwei Zhou,2020-Q4,0,0,0
Zongwei Zhou,2020-Q3,0,0,0
Zongwei Zhou,2020-Q2,0,0,0
Zongwei Zhou,2020-Q1,8,36,20
Zongwei Zhou,2019-Q4,0,0,0
Zongwei Zhou,2019-Q3,1,7,6
Zongwei Zhou,2019-Q2,0,0,0
Zongwei Zhou,2019-Q1,0,0,0
JaehunRyu,2020-Q4,0,0,0
JaehunRyu,2020-Q3,0,0,0
JaehunRyu,2020-Q2,0,0,0
JaehunRyu,2020-Q1,4,12,17
dothinking,2020-Q4,0,0,0
dothinking,2020-Q3,0,0,0
dothinking,2020-Q2,0,0,0
dothinking,2020-Q1,1,11,7
MoussaMM,2020-Q4,0,0,0
MoussaMM,2020-Q3,0,0,0
MoussaMM,2020-Q2,0,0,0
MoussaMM,2020-Q1,6,50,14
pingsutw,2020-Q4,0,0,0
pingsutw,2020-Q3,0,0,0
pingsutw,2020-Q2,0,0,0
pingsutw,2020-Q1,1,2,2
Kwabena W. Agyeman,2020-Q4,0,0,0
Kwabena W. Agyeman,2020-Q3,0,0,0
Kwabena W. Agyeman,2020-Q2,0,0,0
Kwabena W. Agyeman,2020-Q1,2,0,2
Kwabena W. Agyeman,2019-Q4,9,85,43
Kwabena W. Agyeman,2019-Q3,0,0,0
Kwabena W. Agyeman,2019-Q2,1,4,0
Kwabena W. Agyeman,2019-Q1,0,0,0
nikochiko,2020-Q4,0,0,0
nikochiko,2020-Q3,0,0,0
nikochiko,2020-Q2,0,0,0
nikochiko,2020-Q1,14,80,33
nikochiko,2019-Q4,19,422,391
nikochiko,2019-Q3,0,0,0
nikochiko,2019-Q2,0,0,0
nikochiko,2019-Q1,0,0,0
Benjamin Gaillard,2020-Q4,0,0,0
Benjamin Gaillard,2020-Q3,0,0,0
Benjamin Gaillard,2020-Q2,0,0,0
Benjamin Gaillard,2020-Q1,2,4,0
kurileo,2020-Q4,0,0,0
kurileo,2020-Q3,0,0,0
kurileo,2020-Q2,0,0,0
kurileo,2020-Q1,2,2,2
Pallavi G,2020-Q4,0,0,0
Pallavi G,2020-Q3,0,0,0
Pallavi G,2020-Q2,0,0,0
Pallavi G,2020-Q1,6,166,97
Pallavi G,2019-Q4,1,8,29
Pallavi G,2019-Q3,2,288,56
Pallavi G,2019-Q2,0,0,0
Pallavi G,2019-Q1,0,0,0
Youlong Cheng,2020-Q4,0,0,0
Youlong Cheng,2020-Q3,0,0,0
Youlong Cheng,2020-Q2,0,0,0
Youlong Cheng,2020-Q1,4,31,25
Youlong Cheng,2019-Q4,7,163,5
Youlong Cheng,2019-Q3,5,81,23
Youlong Cheng,2019-Q2,5,111,32
Youlong Cheng,2019-Q1,3,19,0
Youlong Cheng,2018-Q4,4,51,11
Youlong Cheng,2018-Q3,47,1176,229
Youlong Cheng,2018-Q2,15,796,33
Youlong Cheng,2018-Q1,0,0,0
Tom Forbes,2020-Q4,0,0,0
Tom Forbes,2020-Q3,0,0,0
Tom Forbes,2020-Q2,0,0,0
Tom Forbes,2020-Q1,1,0,0
Officium,2020-Q4,0,0,0
Officium,2020-Q3,0,0,0
Officium,2020-Q2,0,0,0
Officium,2020-Q1,1,14,8
Vincent Abriou,2020-Q4,0,0,0
Vincent Abriou,2020-Q3,0,0,0
Vincent Abriou,2020-Q2,0,0,0
Vincent Abriou,2020-Q1,2,27,0
William D. Irons,2020-Q4,0,0,0
William D. Irons,2020-Q3,0,0,0
William D. Irons,2020-Q2,0,0,0
William D. Irons,2020-Q1,8,36,283
William D. Irons,2019-Q4,2,13,26
William D. Irons,2019-Q3,13,309,41
William D. Irons,2019-Q2,1,0,0
William D. Irons,2019-Q1,7,15,15
William D. Irons,2018-Q4,3,11,6
William D. Irons,2018-Q3,39,405,221
William D. Irons,2018-Q2,17,195,16
William D. Irons,2018-Q1,0,0,0
Aditya Patwardhan,2020-Q4,0,0,0
Aditya Patwardhan,2020-Q3,0,0,0
Aditya Patwardhan,2020-Q2,0,0,0
Aditya Patwardhan,2020-Q1,9,133,99
Aditya Patwardhan,2019-Q4,17,1494,4
Aditya Patwardhan,2019-Q3,0,0,0
Aditya Patwardhan,2019-Q2,0,0,0
Aditya Patwardhan,2019-Q1,0,0,0
Frédéric Rechtenstein,2020-Q4,0,0,0
Frédéric Rechtenstein,2020-Q3,0,0,0
Frédéric Rechtenstein,2020-Q2,0,0,0
Frédéric Rechtenstein,2020-Q1,6,51,5
TengLu,2020-Q4,0,0,0
TengLu,2020-Q3,0,0,0
TengLu,2020-Q2,0,0,0
TengLu,2020-Q1,7,360,243
TengLu,2019-Q4,15,274,177
TengLu,2019-Q3,18,889,453
TengLu,2019-Q2,0,0,0
TengLu,2019-Q1,1,4,0
FAIJUL,2020-Q4,0,0,0
FAIJUL,2020-Q3,0,0,0
FAIJUL,2020-Q2,0,0,0
FAIJUL,2020-Q1,1,0,0
FAIJUL,2019-Q4,0,0,0
FAIJUL,2019-Q3,0,0,0
FAIJUL,2019-Q2,1,0,0
FAIJUL,2019-Q1,0,0,0
Judd,2020-Q4,0,0,0
Judd,2020-Q3,0,0,0
Judd,2020-Q2,0,0,0
Judd,2020-Q1,6,24,24
Timon Van Overveldt,2020-Q4,0,0,0
Timon Van Overveldt,2020-Q3,0,0,0
Timon Van Overveldt,2020-Q2,0,0,0
Timon Van Overveldt,2020-Q1,2,11,0
